readable_time,Active Energy (kWh),Total Active Power (kW),Avg L-N Voltage (V),Average Phase Current (A),Total Phase Current (A),L1-N Voltage (V),L2-N Voltage (V),L3-N Voltage (V),L1-L2 Voltage (V),L2-L3 Voltage (V),L3-L1 Voltage (V),Avg L-L Voltage (V),Phase Current L1 (A),Phase Current L2 (A),Phase Current L3 (A),L1 Active Power (kW),L2 Active Power (kW),L3 Active Power (kW),Total Reactive Power (kVAR),L1 Reactive Power (kVAR),L2 Reactive Power (kVAR),L3 Reactive Power (kVAR),Total Apparent Power (kVA),L1 Apparent Power (kVA),L2 Apparent Power (kVA),L3 Apparent Power (kVA),Avg Power Factor,L1 Power Factor,L2 Power Factor,L3 Power Factor,Avg Frequency (Hz),Apparent Energy (kVAh),Reactive Energy (kVARh),Condensing Unit Status,Machine Status,df2_time,Temperature (°C),Humidity (%),Door Status,compressor_on,heater_on
2025-09-18 17:47:43,357.0,2.66,239.43,5.62,16.87,238.52,238.7,241.07,413.28,415.49,415.34,414.71,6.87,5.02,4.98,,,,2.93,,,,4.04,,,,0.64,0.74,0.59,0.6,49.98,0,511,,1,2025-09-18 17:47:43,-16.2,61.5,0,1,0
2025-09-18 17:48:28,357.0,2.66,240.1,5.55,16.65,239.28,239.49,242.18,414.06,417.03,416.51,415.87,7.11,4.34,5.2,,,,2.92,,,,4.05,,,,0.66,0.73,0.58,0.66,49.99,0,511,,1,2025-09-18 17:48:28,-16.2,61.6,0,1,0
2025-09-18 17:49:13,357.0,2.65,239.86,5.62,17.01,238.91,239.02,241.66,413.9,416.28,416.19,415.46,7.18,4.99,4.85,,,,2.94,,,,4.07,,,,0.64,0.74,0.55,0.64,49.95,0,511,,1,2025-09-18 17:49:13,-16.2,61.5,0,1,0
2025-09-18 17:49:58,357.0,2.66,240.11,5.65,16.22,238.84,239.34,242.15,414.12,416.98,416.55,415.88,7.12,4.33,4.78,,,,2.93,,,,4.03,,,,0.64,0.75,0.56,0.61,50.0,0,511,,1,2025-09-18 17:49:58,-16.2,61.3,0,1,0
2025-09-18 17:50:43,357.0,2.65,239.28,5.63,16.9,238.21,238.69,240.95,413.98,416.33,416.24,415.51,7.07,5.02,4.81,,,,2.93,,,,4.0,,,,0.64,0.75,0.57,0.6,49.96,0,511,,1,2025-09-18 17:50:43,-16.2,61.2,0,1,0
2025-09-18 17:51:28,357.0,2.66,239.29,5.64,16.91,238.14,238.75,240.99,413.0,416.22,416.06,415.39,6.99,5.05,4.87,,,,2.94,,,,4.0,,,,0.64,0.75,0.58,0.6,49.99,0,511,,1,2025-09-18 17:51:28,-16.2,61.1,0,1,0
2025-09-18 17:52:13,357.0,2.65,239.4,5.52,16.56,238.17,238.6,241.44,411.83,414.72,413.91,413.49,6.66,4.69,5.21,,,,2.94,,,,3.93,,,,0.66,0.74,0.61,0.62,49.91,0,511,,1,2025-09-18 17:52:13,-16.2,60.9,0,1,0
2025-09-18 17:52:58,357.0,2.64,239.56,5.49,16.48,238.11,238.78,241.79,413.0,416.19,415.61,414.93,6.93,4.32,5.23,,,,2.94,,,,4.0,,,,0.66,0.73,0.6,0.65,50.04,0,511,,1,2025-09-18 17:52:58,-16.2,60.8,0,1,0
2025-09-18 17:53:43,357.0,2.65,238.74,5.61,16.83,237.47,238.13,240.61,411.88,414.6,414.97,414.27,7.15,4.94,4.74,,,,2.89,,,,4.0,,,,0.64,0.75,0.56,0.61,49.96,0,511,,1,2025-09-18 17:53:43,-16.2,60.7,0,1,0
2025-09-18 17:54:28,357.0,2.64,238.48,5.55,16.66,236.96,238.4,240.08,411.67,414.38,413.13,414.63,7.25,4.51,4.9,,,,2.91,,,,4.02,,,,0.65,0.75,0.56,0.64,50.0,0,511,,1,2025-09-18 17:54:28,-16.2,60.6,0,1,0
2025-09-18 17:55:13,357.0,2.64,238.81,5.49,16.47,237.59,238.48,240.36,412.05,414.84,413.59,413.49,6.73,4.5,5.24,,,,2.94,,,,3.96,,,,0.66,0.74,0.61,0.63,50.02,0,511,,1,2025-09-18 17:55:13,-16.2,60.5,0,1,0
2025-09-18 17:55:58,357.0,2.64,239.43,5.5,16.49,237.92,239.1,241.27,413.11,416.01,415.9,415.7,6.87,4.42,5.2,,,,2.97,,,,4.0,,,,0.66,0.74,0.6,0.64,50.12,0,511,,1,2025-09-18 17:55:58,-16.2,60.4,0,1,0
2025-09-18 17:56:43,357.0,2.64,239.24,5.59,16.78,237.67,238.6,241.45,412.46,415.74,415.32,414.67,7.21,4.78,4.79,,,,2.89,,,,3.99,,,,0.64,0.74,0.56,0.62,49.96,0,511,,1,2025-09-18 17:56:43,-16.2,60.3,0,1,0
2025-09-18 17:57:28,358.0,2.65,238.85,5.6,16.81,237.16,238.38,241.01,411.83,415.17,414.11,413.7,6.99,4.97,4.85,,,,2.89,,,,3.99,,,,0.64,0.75,0.58,0.6,50.0,0,511,,1,2025-09-18 17:57:28,-16.2,60.3,0,1,0
2025-09-18 17:58:13,358.0,0.0,224.15,0.0,0.0,222.43,219.79,230.18,383.01,389.73,392.03,388.26,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,50.01,0,511,,0,2025-09-18 17:58:13,-16.2,60.3,0,0,0
2025-09-18 17:58:58,358.0,0.45,223.49,0.69,2.06,219.74,220.9,229.84,381.87,390.52,389.6,387.33,2.06,0.0,0.0,,,,0.07,,,,0.44,,,,,0.99,,,50.0,0,511,,1,2025-09-18 17:58:58,-16.2,61.0,0,0,0
2025-09-18 17:59:43,358.0,0.31,223.33,0.48,1.44,220.69,221.12,228.07,382.71,389.23,388.53,386.82,1.44,0.0,0.0,,,,0.04,,,,0.32,,,,,0.99,,,50.01,0,511,,1,2025-09-18 17:59:43,-15.6,61.6,0,0,0
2025-09-18 18:00:28,358.0,0.31,223.36,0.48,1.44,220.53,221.44,228.1,382.8,389.49,388.63,386.97,1.44,0.0,0.0,,,,0.04,,,,0.32,,,,,0.99,,,50.06,0,511,,1,2025-09-18 18:00:28,-15.5,62.7,0,0,0
2025-09-18 18:01:13,358.0,0.32,223.23,0.48,1.44,221.57,223.77,224.36,385.68,388.09,386.19,386.65,1.44,0.0,0.0,,,,0.04,,,,0.32,,,,,0.99,,,50.11,0,511,,1,2025-09-18 18:01:13,-15.4,64.1,0,0,0
2025-09-18 18:01:58,358.0,2.76,221.04,5.39,16.16,219.42,221.04,222.67,381.45,384.26,382.86,382.86,7.17,4.27,4.72,,,,2.2,,,,3.56,,,,0.75,0.83,0.69,0.73,50.12,0,511,,1,2025-09-18 18:01:58,-15.4,65.6,0,1,0
2025-09-18 18:02:43,358.0,2.62,221.15,5.26,15.78,220.36,221.54,221.55,382.7,383.73,382.71,383.04,6.78,4.83,4.17,,,,2.18,,,,3.47,,,,0.73,0.83,0.65,0.72,50.08,0,511,,1,2025-09-18 18:02:43,-14.8,66.3,0,1,0
2025-09-18 18:03:28,358.0,2.61,221.14,5.23,15.69,220.27,221.08,222.08,382.21,383.79,383.08,383.03,6.71,4.81,4.18,,,,2.2,,,,3.46,,,,0.73,0.83,0.65,0.73,50.07,0,511,,1,2025-09-18 18:03:28,-14.8,65.6,0,1,0
2025-09-18 18:04:13,358.0,2.56,220.13,5.2,15.56,218.71,220.78,220.89,380.61,382.5,380.71,381.27,6.74,4.77,4.05,,,,2.16,,,,3.44,,,,0.74,0.84,0.66,0.73,50.05,0,512,,1,2025-09-18 18:04:13,-15.4,64.0,0,1,0
2025-09-18 18:04:58,358.0,2.53,219.39,5.11,14.95,217.67,219.48,221.03,378.58,381.49,379.93,380.0,6.44,4.21,4.3,,,,2.14,,,,3.35,,,,0.73,0.83,0.66,0.71,50.01,0,512,,1,2025-09-18 18:04:58,-15.4,61.8,0,1,0
2025-09-18 18:05:43,358.0,2.53,219.02,5.1,15.46,218.82,219.04,219.2,379.2,379.53,379.34,379.35,7.05,4.12,4.29,,,,2.15,,,,3.38,,,,0.75,0.84,0.67,0.72,50.01,0,512,,1,2025-09-18 18:05:43,-15.5,59.7,0,1,0
2025-09-18 18:06:28,358.0,2.52,218.88,5.08,15.14,218.01,219.37,219.25,378.78,379.86,378.68,379.11,6.42,4.35,4.37,,,,2.13,,,,3.33,,,,0.73,0.84,0.65,0.7,50.0,0,512,,1,2025-09-18 18:06:28,-15.6,57.8,0,1,0
2025-09-18 18:07:13,358.0,2.51,218.28,5.04,15.12,218.86,218.45,217.52,378.72,377.56,377.92,378.07,6.66,4.15,4.32,,,,2.13,,,,3.3,,,,0.74,0.84,0.66,0.71,49.96,0,512,,1,2025-09-18 18:07:13,-16.2,55.9,0,1,0
2025-09-18 18:07:58,358.0,2.5,219.01,5.1,15.35,218.56,218.29,220.17,378.32,379.72,379.95,379.33,7.07,4.19,4.09,,,,2.14,,,,3.37,,,,0.74,0.83,0.66,0.74,49.95,0,512,,1,2025-09-18 18:07:58,-16.2,54.4,0,1,0
2025-09-18 18:08:43,358.0,2.51,219.29,5.15,15.32,218.84,218.62,220.4,378.85,380.2,380.39,379.82,6.92,4.55,3.86,,,,2.14,,,,3.38,,,,0.73,0.83,0.62,0.73,49.97,0,512,,1,2025-09-18 18:08:43,-16.3,53.1,0,1,0
2025-09-18 18:09:28,358.0,2.51,218.54,5.11,15.17,217.3,216.96,221.35,376.08,379.59,379.89,378.52,6.46,4.45,4.26,,,,2.11,,,,3.33,,,,0.73,0.83,0.63,0.73,49.96,0,512,,1,2025-09-18 18:09:28,-16.3,52.6,0,1,0
2025-09-18 18:10:13,358.0,2.52,218.79,5.13,15.26,219.31,216.93,220.14,377.8,378.52,380.58,378.96,6.65,4.63,3.98,,,,2.13,,,,3.35,,,,0.73,0.82,0.62,0.73,49.95,0,512,,1,2025-09-18 18:10:13,-16.3,52.4,0,1,0
2025-09-18 18:10:58,358.0,2.52,219.19,5.14,15.47,218.91,216.88,221.77,377.41,379.89,381.64,379.65,7.11,4.39,3.98,,,,2.15,,,,3.39,,,,0.74,0.82,0.65,0.75,49.94,0,512,,1,2025-09-18 18:10:58,-16.3,52.1,0,1,0
2025-09-18 18:11:43,358.0,2.52,219.26,5.15,15.45,217.02,218.81,221.95,377.44,381.71,380.17,379.77,7.05,4.25,4.15,,,,2.15,,,,3.38,,,,0.74,0.83,0.67,0.73,49.94,0,512,,1,2025-09-18 18:11:43,-16.3,52.0,0,1,0
2025-09-18 18:12:28,358.0,2.52,219.12,5.12,15.63,216.28,219.39,221.7,377.3,382.0,379.31,379.54,6.93,4.4,4.3,,,,2.15,,,,3.37,,,,0.75,0.83,0.69,0.72,49.92,0,512,,1,2025-09-18 18:12:28,-16.3,51.7,0,1,0
2025-09-18 18:13:13,,2.51,217.81,5.05,15.15,214.66,218.26,220.51,374.92,379.97,376.76,377.18,6.66,3.99,4.5,,,,2.11,,,,3.31,,,,0.75,0.83,0.7,0.72,49.94,0,512,,1,2025-09-18 18:13:13,-16.3,51.4,0,1,0
2025-09-18 18:13:58,358.0,2.51,218.29,5.1,15.39,214.86,219.83,220.18,376.46,381.06,376.77,378.1,6.94,4.39,4.06,,,,2.12,,,,3.35,,,,0.75,0.85,0.69,0.71,49.97,0,512,,1,2025-09-18 18:13:58,-16.3,51.1,0,1,0
2025-09-18 18:14:43,358.0,2.53,218.18,5.14,15.42,214.71,220.73,219.11,377.11,380.7,375.89,377.74,6.49,4.79,4.14,,,,2.11,,,,3.34,,,,0.73,0.84,0.67,0.69,49.97,0,512,,1,2025-09-18 18:14:43,-16.3,51.0,0,1,0
2025-09-18 18:15:28,358.0,2.52,218.53,5.1,15.3,213.93,220.94,220.72,376.62,382.06,375.95,378.21,6.26,4.65,4.39,,,,2.12,,,,3.32,,,,0.73,0.84,0.69,0.67,49.98,0,512,,1,2025-09-18 18:15:28,-16.3,50.9,0,1,0
2025-09-18 18:16:13,358.0,2.52,218.69,5.08,15.24,213.63,221.01,221.43,376.43,383.16,376.79,378.79,6.62,4.09,4.53,,,,2.13,,,,3.32,,,,0.75,0.84,0.71,0.7,50.02,0,512,,1,2025-09-18 18:16:13,-16.2,51.0,0,1,0
2025-09-18 18:16:58,358.0,2.53,220.22,5.1,15.3,215.76,222.29,222.41,379.55,385.12,379.65,381.44,6.29,4.44,4.57,,,,2.17,,,,3.35,,,,0.73,0.84,0.69,0.67,50.03,0,512,,1,2025-09-18 18:16:58,-16.2,51.2,0,1,0
2025-09-18 18:17:43,358.0,2.53,220.03,5.08,15.25,217.69,221.03,221.37,379.95,383.51,380.35,381.34,6.54,4.19,4.53,,,,2.19,,,,3.37,,,,0.74,0.84,0.69,0.69,50.0,0,512,,1,2025-09-18 18:17:43,-16.2,51.5,0,1,0
2025-09-18 18:18:28,358.0,2.54,219.41,5.09,15.26,216.58,220.44,221.2,378.48,382.47,379.14,380.03,6.37,4.32,4.58,,,,2.17,,,,3.34,,,,0.74,0.83,0.69,0.69,49.98,0,512,,1,2025-09-18 18:18:28,-16.2,52.0,0,1,0
2025-09-18 18:19:13,358.0,2.55,219.77,5.19,15.58,217.83,221.7,219.77,380.65,382.71,379.46,380.86,6.77,4.84,3.98,,,,2.16,,,,3.41,,,,0.73,0.84,0.65,0.7,49.99,0,512,,1,2025-09-18 18:19:13,-16.2,52.5,0,1,0
2025-09-18 18:19:58,358.0,2.55,219.6,5.1,15.31,217.27,219.4,222.03,378.16,382.31,380.63,380.37,6.38,4.45,4.47,,,,2.17,,,,3.35,,,,0.73,0.83,0.67,0.7,49.97,0,512,,1,2025-09-18 18:19:58,-16.2,53.4,0,1,0
2025-09-18 18:20:43,358.0,2.56,219.28,5.18,15.53,216.97,219.04,221.74,377.67,381.65,380.1,379.81,6.67,4.73,4.13,,,,2.15,,,,3.39,,,,0.73,0.83,0.66,0.72,49.97,0,512,,1,2025-09-18 18:20:43,-16.2,54.2,0,1,0
2025-09-18 18:21:28,358.0,2.55,219.29,5.1,15.31,216.9,219.0,221.96,378.0,381.5,379.97,379.82,6.71,4.1,4.5,,,,2.16,,,,3.37,,,,0.75,0.84,0.69,0.71,49.96,0,512,,1,2025-09-18 18:21:28,-16.2,55.3,0,1,0
2025-09-18 18:22:13,358.0,2.56,219.14,5.12,15.36,217.96,218.53,220.76,377.96,380.72,380.03,379.57,6.43,4.42,4.51,,,,2.16,,,,3.36,,,,0.74,0.83,0.68,0.71,49.94,0,513,,1,2025-09-18 18:22:13,-15.6,56.3,0,1,0
2025-09-18 18:22:58,358.0,2.57,218.92,5.16,15.49,217.74,218.4,220.61,377.43,380.29,379.74,379.15,6.99,4.13,4.37,,,,2.15,,,,3.4,,,,0.75,0.83,0.68,0.73,49.94,0,513,,1,2025-09-18 18:22:58,-15.6,57.5,0,1,0
2025-09-18 18:23:43,358.0,2.58,219.04,5.17,15.51,217.48,219.08,220.82,377.84,380.97,379.35,379.38,6.55,4.7,4.25,,,,2.15,,,,3.38,,,,0.73,0.83,0.66,0.72,49.93,0,513,,1,2025-09-18 18:23:43,-15.5,58.4,0,1,0
2025-09-18 18:24:28,359.0,2.58,219.1,5.16,15.48,219.04,218.23,220.36,378.41,379.78,380.31,379.5,6.92,4.14,4.43,,,,2.15,,,,3.41,,,,0.75,0.84,0.68,0.73,49.94,0,513,,1,2025-09-18 18:24:28,-15.5,59.6,0,1,0
2025-09-18 18:25:13,359.0,2.59,218.3,5.19,15.69,216.03,218.87,220.01,376.64,380.08,377.63,378.12,6.97,4.55,4.17,,,,2.13,,,,3.4,,,,0.75,0.84,0.71,0.71,49.91,0,513,,1,2025-09-18 18:25:13,-15.5,60.9,0,1,0
2025-09-18 18:25:58,359.0,2.59,218.81,5.16,15.69,216.87,219.95,219.61,378.3,380.67,378.01,378.99,7.11,4.36,4.22,,,,2.15,,,,3.38,,,,0.74,0.84,0.68,0.7,49.87,0,513,,1,2025-09-18 18:25:58,-15.5,62.1,0,1,0
2025-09-18 18:26:43,359.0,2.59,218.37,5.2,15.6,216.64,220.04,218.42,378.18,379.72,376.88,378.28,6.96,4.26,4.38,,,,2.14,,,,3.41,,,,0.75,0.85,0.69,0.7,49.9,0,513,,1,2025-09-18 18:26:43,-15.5,63.2,0,1,0
2025-09-18 18:27:28,359.0,2.59,217.49,5.19,15.56,215.63,221.49,215.34,378.57,378.32,373.23,377.59,6.86,4.25,4.44,,,,2.13,,,,3.39,,,,0.76,0.85,0.71,0.71,49.89,0,513,,1,2025-09-18 18:27:28,-15.4,64.1,0,1,0
2025-09-18 18:28:13,359.0,2.6,216.39,5.25,15.76,212.67,218.97,217.52,373.82,378.01,370.11,373.68,7.08,4.66,4.02,,,,2.07,,,,3.39,,,,0.76,0.86,0.71,0.73,49.89,0,513,,1,2025-09-18 18:28:13,-15.4,65.1,0,1,0
2025-09-18 18:28:58,359.0,2.61,216.46,5.27,15.81,214.77,219.16,215.45,375.8,376.39,372.73,374.94,6.88,5.0,3.94,,,,2.08,,,,3.42,,,,0.75,0.86,0.68,0.72,49.87,0,513,,1,2025-09-18 18:28:58,-15.4,65.7,0,1,0
2025-09-18 18:29:43,359.0,2.61,216.02,5.25,15.76,214.38,220.39,213.3,376.13,375.78,370.31,374.07,7.01,4.63,4.12,,,,2.07,,,,3.4,,,,0.76,0.87,0.71,0.71,49.87,0,513,,1,2025-09-18 18:29:43,-15.4,66.4,0,1,0
2025-09-18 18:30:28,359.0,2.61,216.73,5.28,15.85,214.06,220.62,215.5,376.76,377.23,371.64,375.21,7.03,4.83,3.99,,,,2.08,,,,3.43,,,,0.76,0.87,0.71,0.69,49.92,0,513,,1,2025-09-18 18:30:28,-14.8,67.0,0,1,0
2025-09-18 18:31:13,359.0,2.63,217.58,5.26,15.78,215.25,220.46,217.29,377.13,379.04,374.44,376.87,6.57,4.95,4.26,,,,2.1,,,,3.42,,,,0.75,0.85,0.68,0.71,49.94,0,513,,1,2025-09-18 18:31:13,-14.8,67.3,0,1,0
2025-09-18 18:31:58,359.0,2.62,217.1,5.21,15.64,214.51,220.42,216.54,376.52,378.42,373.15,376.03,6.41,4.64,4.59,,,,2.09,,,,3.44,,,,0.75,0.85,0.7,0.69,49.93,0,513,,1,2025-09-18 18:31:58,-14.8,67.8,0,1,0
2025-09-18 18:32:43,359.0,2.63,217.02,5.28,15.84,214.36,220.36,216.35,376.49,378.21,373.01,375.9,7.04,4.71,4.09,,,,2.1,,,,3.38,,,,0.76,0.86,0.7,0.72,49.95,0,513,,1,2025-09-18 18:32:43,-14.7,68.1,0,1,0
2025-09-18 18:33:28,359.0,2.65,218.34,5.3,15.9,214.9,221.1,216.78,379.54,379.22,375.79,378.19,7.13,4.63,4.14,,,,2.12,,,,3.48,,,,0.76,0.86,0.69,0.72,49.97,0,513,,1,2025-09-18 18:33:28,-14.7,68.4,0,1,0
2025-09-18 18:34:13,359.0,2.66,217.68,5.28,15.67,215.89,220.12,217.04,377.6,378.59,374.93,377.04,6.63,4.42,4.63,,,,2.11,,,,3.45,,,,0.76,0.86,0.7,0.73,49.97,0,513,,1,2025-09-18 18:34:13,-14.7,68.6,0,1,0
2025-09-18 18:34:58,359.0,2.64,216.38,5.21,15.82,214.06,220.46,214.61,376.32,376.79,371.24,374.78,6.5,4.98,4.34,,,,2.08,,,,3.38,,,,0.76,0.86,0.71,0.69,49.99,0,513,,1,2025-09-18 18:34:58,-14.7,68.7,0,1,0
2025-09-18 18:35:43,359.0,2.65,216.18,5.29,15.87,213.37,218.5,216.68,374.19,376.78,372.24,374.4,6.99,4.72,4.16,,,,2.06,,,,3.42,,,,0.77,0.86,0.72,0.73,49.98,0,513,,1,2025-09-18 18:35:43,-14.7,68.8,0,1,0
2025-09-18 18:36:28,359.0,2.65,216.34,5.22,15.65,213.87,218.44,216.72,374.4,377.56,373.45,375.07,6.6,4.45,4.6,,,,2.08,,,,3.38,,,,0.76,0.86,0.71,0.71,49.98,0,513,,1,2025-09-18 18:36:28,-14.7,68.9,1,1,0
2025-09-18 18:37:13,359.0,2.66,216.1,5.29,15.86,215.12,218.47,214.71,377.11,373.41,371.59,374.04,7.21,4.45,4.21,,,,2.08,,,,3.43,,,,0.75,0.86,0.67,0.73,50.0,0,513,,1,2025-09-18 18:37:13,-14.6,69.0,0,1,0
2025-09-18 18:37:58,359.0,2.67,215.77,5.27,15.81,215.41,218.81,213.1,376.05,374.06,371.07,373.9,6.59,4.86,4.36,,,,2.07,,,,3.42,,,,0.75,0.86,0.68,0.72,49.94,0,513,,1,2025-09-18 18:37:58,-14.6,69.5,0,1,0
2025-09-18 18:38:43,359.0,2.67,217.67,5.3,15.89,217.35,220.83,214.82,379.53,377.22,374.09,376.95,7.08,4.44,4.37,,,,2.12,,,,3.45,,,,0.76,0.87,0.69,0.72,49.98,0,513,,1,2025-09-18 18:38:43,-14.6,69.9,0,1,0
2025-09-18 18:39:28,359.0,2.68,216.89,5.25,15.76,216.07,221.05,213.54,378.52,377.77,373.46,376.58,6.71,4.53,4.53,,,,2.12,,,,3.42,,,,0.75,0.87,0.69,0.7,49.98,0,513,,1,2025-09-18 18:39:28,-14.0,69.9,0,1,0
2025-09-18 18:40:13,359.0,2.67,217.93,5.26,15.78,216.08,221.94,215.77,379.36,379.08,374.0,377.48,6.76,4.43,4.58,,,,2.11,,,,3.49,,,,0.75,0.86,0.68,0.7,50.0,0,514,,1,2025-09-18 18:40:13,-14.0,69.7,0,1,0
2025-09-18 18:40:58,359.0,2.68,217.29,5.31,15.94,215.27,221.59,215.09,378.12,378.25,372.73,376.37,7.1,4.53,4.31,,,,2.1,,,,3.46,,,,0.77,0.88,0.71,0.71,50.01,0,514,,1,2025-09-18 18:40:58,-14.0,69.4,0,1,0
2025-09-18 18:41:43,359.0,2.68,216.91,5.36,16.09,214.7,221.89,213.42,378.75,377.3,371.11,375.72,7.14,4.87,4.07,,,,2.11,,,,3.49,,,,0.77,0.88,0.7,0.72,50.0,0,514,,1,2025-09-18 18:41:43,-14.0,69.1,0,1,0
2025-09-18 18:42:28,359.0,2.69,217.41,5.34,16.01,216.19,221.2,214.61,378.53,377.62,373.55,376.57,7.2,4.6,4.22,,,,2.11,,,,3.48,,,,0.77,0.88,0.7,0.72,49.97,0,514,,1,2025-09-18 18:42:28,-14.0,68.7,0,1,0
2025-09-18 18:43:13,359.0,2.7,217.34,5.36,16.09,217.49,218.97,215.56,377.99,376.02,374.51,376.12,6.91,5.04,4.14,,,,2.09,,,,3.5,,,,0.76,0.86,0.67,0.74,49.97,0,514,,1,2025-09-18 18:43:13,-14.0,68.2,0,1,0
2025-09-18 18:43:58,359.0,2.7,216.82,5.4,16.21,217.33,221.64,211.49,380.17,374.74,371.92,375.4,7.22,5.21,3.78,,,,2.08,,,,3.52,,,,0.76,0.88,0.66,0.74,49.98,0,514,,1,2025-09-18 18:43:58,-13.9,67.8,0,1,0
2025-09-18 18:44:43,359.0,2.7,218.46,5.32,15.97,220.14,221.7,213.55,382.68,376.9,375.4,378.33,7.2,4.54,4.22,,,,2.15,,,,3.49,,,,0.74,0.87,0.65,0.71,49.98,0,514,,1,2025-09-18 18:44:43,-13.9,67.4,0,1,0
2025-09-18 18:45:28,359.0,2.7,216.8,5.38,16.13,217.64,218.63,214.12,377.82,374.78,373.7,375.38,7.06,5.1,3.96,,,,2.08,,,,3.51,,,,0.76,0.87,0.66,0.74,50.0,0,514,,1,2025-09-18 18:45:28,-13.9,66.9,0,1,0
2025-09-18 18:46:13,359.0,2.72,216.54,5.4,16.21,216.23,220.0,213.39,377.79,375.34,372.06,375.07,7.21,5.03,3.96,,,,2.08,,,,3.51,,,,0.77,0.88,0.69,0.74,50.0,0,514,,1,2025-09-18 18:46:13,-13.9,66.8,0,1,0
2025-09-18 18:46:58,360.0,2.71,216.86,5.41,16.23,216.68,219.31,214.11,378.01,375.88,372.98,375.62,7.25,5.05,3.92,,,,2.1,,,,3.52,,,,0.77,0.88,0.68,0.74,49.99,0,514,,1,2025-09-18 18:46:58,-13.8,67.0,0,1,0
2025-09-18 18:47:43,360.0,2.68,216.38,5.35,16.05,216.04,219.14,213.95,376.88,375.08,372.38,374.78,7.33,4.67,4.06,,,,2.08,,,,3.48,,,,0.77,0.87,0.69,0.75,49.97,0,514,,1,2025-09-18 18:47:43,-13.2,66.4,0,1,0
2025-09-18 18:48:28,360.0,2.67,216.45,5.3,15.89,216.23,219.61,213.52,377.45,375.11,372.71,375.16,7.23,4.49,4.17,,,,2.09,,,,3.45,,,,0.75,0.86,0.68,0.72,49.95,0,514,,1,2025-09-18 18:48:28,-13.8,65.3,0,1,0
2025-09-18 18:49:13,360.0,2.66,216.53,5.31,15.93,215.59,219.38,214.62,376.7,375.86,372.57,375.05,6.79,5.03,4.11,,,,2.07,,,,3.45,,,,0.75,0.86,0.66,0.72,49.91,0,514,,1,2025-09-18 18:49:13,-13.9,64.5,0,1,0
2025-09-18 18:49:58,360.0,2.64,216.47,5.21,15.95,218.0,217.72,213.68,377.34,373.61,373.85,374.94,7.36,4.34,4.25,,,,2.09,,,,3.4,,,,0.76,0.87,0.67,0.74,49.89,0,514,,1,2025-09-18 18:49:58,-13.9,63.7,0,1,0
2025-09-18 18:50:43,360.0,2.62,215.94,5.2,15.59,217.79,216.92,213.11,376.47,372.42,373.18,374.02,7.03,4.33,4.22,,,,2.08,,,,3.38,,,,0.76,0.87,0.67,0.74,49.91,0,514,,1,2025-09-18 18:50:43,-14.0,62.4,0,1,0
2025-09-18 18:51:28,360.0,2.61,214.93,5.24,15.99,215.34,215.89,213.57,373.46,371.93,371.45,372.28,7.15,4.94,3.9,,,,2.03,,,,3.39,,,,0.75,0.86,0.65,0.74,49.9,0,514,,1,2025-09-18 18:51:28,-14.6,60.9,0,1,0
2025-09-18 18:52:13,360.0,2.59,213.5,5.23,15.69,215.24,214.37,210.9,372.05,368.3,369.05,369.8,7.05,4.88,3.77,,,,1.99,,,,3.36,,,,0.76,0.87,0.65,0.75,49.89,0,514,,1,2025-09-18 18:52:13,-14.7,59.3,0,1,0
2025-09-18 18:52:58,360.0,2.57,213.16,5.09,15.27,215.1,213.55,210.82,371.22,367.52,368.86,369.2,6.71,4.38,4.18,,,,2.0,,,,3.26,,,,0.75,0.87,0.66,0.73,49.89,0,514,,1,2025-09-18 18:52:58,-14.7,57.9,0,1,0
2025-09-18 18:53:43,360.0,2.55,213.85,5.13,15.4,214.55,214.79,212.22,371.82,369.8,369.6,370.31,7.06,4.28,4.06,,,,2.01,,,,3.29,,,,0.76,0.87,0.68,0.74,49.87,0,514,,1,2025-09-18 18:53:43,-14.8,56.7,0,1,0
2025-09-18 18:54:28,360.0,2.54,213.31,5.17,14.92,214.81,215.4,209.72,372.57,368.18,367.66,369.47,6.58,4.64,3.7,,,,1.98,,,,3.32,,,,0.76,0.88,0.65,0.75,49.89,0,514,,1,2025-09-18 18:54:28,-15.4,55.3,0,1,0
2025-09-18 18:55:13,360.0,2.53,213.45,5.15,15.46,214.59,215.43,210.25,372.47,368.7,367.95,369.71,6.84,4.84,3.77,,,,1.97,,,,3.3,,,,0.76,0.87,0.65,0.75,49.9,0,514,,1,2025-09-18 18:55:13,-15.5,54.1,0,1,0
2025-09-18 18:55:58,360.0,2.52,214.73,5.17,15.52,216.5,217.41,210.0,376.02,370.23,369.56,371.93,6.97,4.9,3.65,,,,2.02,,,,3.33,,,,0.74,0.87,0.62,0.72,49.91,0,514,,1,2025-09-18 18:55:58,-15.5,52.9,0,1,0
2025-09-18 18:56:43,360.0,2.52,215.61,5.11,15.13,219.1,217.16,210.56,377.81,370.43,372.12,373.46,6.63,4.44,4.06,,,,2.05,,,,3.31,,,,0.73,0.86,0.6,0.71,49.9,0,514,,1,2025-09-18 18:56:43,-15.6,52.0,0,1,0
